_id,OBJECTID,ROAD_TYPE,SIDEWALK_CODE,SIDEWALK_DESCRIPTION,CROSSWALK,CROSSWALK_TYPE,PX,PX_TYPE,LENGTH,geometry
136,136,Trail,13,Not applicable,, , , ,19.10838974,"{""coordinates"": [[[-79.305065539467, 43.775287170636], [-79.3049184179284, 43.7754221440661]]], ""type"": ""MultiLineString""}"
137,137,Trail,13,Not applicable,, , , ,69.06727042,"{""coordinates"": [[[-79.3034180314024, 43.7748542193385], [-79.3025925879643, 43.775023737694]]], ""type"": ""MultiLineString""}"
138,138,Trail,13,Not applicable,, , , ,101.09037231,"{""coordinates"": [[[-79.305065539467, 43.775287170636], [-79.3038479707507, 43.7755098645285]]], ""type"": ""MultiLineString""}"
139,139,Local,7,Sidewalk on both sides,, , , ,226.0612258,"{""coordinates"": [[[-79.5002224740989, 43.6216665835366], [-79.4975390942193, 43.6222502624552]]], ""type"": ""MultiLineString""}"
140,140,Trail,13,Not applicable,, , , ,52.49232914,"{""coordinates"": [[[-79.3040879258942, 43.7744392008202], [-79.3035394467166, 43.7746947204813]]], ""type"": ""MultiLineString""}"
141,141,Trail,13,Not applicable,, , , ,38.28068325,"{""coordinates"": [[[-79.2340507875159, 43.7912157445415], [-79.2336051810408, 43.7910952347159]]], ""type"": ""MultiLineString""}"
142,142,Trail,13,Not applicable,, , , ,19.70446251,"{""coordinates"": [[[-79.2337836734526, 43.792355197236], [-79.2335393712682, 43.7923434485201]]], ""type"": ""MultiLineString""}"
143,143,Trail,13,Not applicable,, , , ,18.34289363,"{""coordinates"": [[[-79.2339561750398, 43.7924631084368], [-79.2337836734526, 43.792355197236]]], ""type"": ""MultiLineString""}"
144,144,Trail,13,Not applicable,, , , ,45.89049311,"{""coordinates"": [[[-79.4676451570644, 43.6446455384802], [-79.4675954125178, 43.644234035733]]], ""type"": ""MultiLineString""}"
145,145,Trail,13,Not applicable,, , , ,55.01541075,"{""coordinates"": [[[-79.4584038611208, 43.6400489592675], [-79.4584132740065, 43.6405441194472]]], ""type"": ""MultiLineString""}"
146,146,Trail,13,Not applicable,, , , ,20.83399605,"{""coordinates"": [[[-79.4576464612494, 43.6408801203452], [-79.457392966508, 43.6409158426223]]], ""type"": ""MultiLineString""}"
147,147,Trail,13,Not applicable,, , , ,51.821442329999996,"{""coordinates"": [[[-79.4582151982188, 43.6410968757462], [-79.4576464612494, 43.6408801203452]]], ""type"": ""MultiLineString""}"
148,148,Trail,13,Not applicable,, , , ,42.04547108,"{""coordinates"": [[[-79.4585932465195, 43.6408992890782], [-79.4584132740065, 43.6405441194472]]], ""type"": ""MultiLineString""}"
149,149,Trail,13,Not applicable,, , , ,22.48559399,"{""coordinates"": [[[-79.4584904925215, 43.6410653272017], [-79.4582151982188, 43.6410968757462]]], ""type"": ""MultiLineString""}"
150,150,Trail,13,Not applicable,, , , ,121.21724282,"{""coordinates"": [[[-79.4579991997332, 43.6431565720577], [-79.4571163447282, 43.6422736866326]]], ""type"": ""MultiLineString""}"
151,151,Trail,13,Not applicable,, , , ,264.55671179,"{""coordinates"": [[[-79.4681332689655, 43.6494391913047], [-79.4680449940524, 43.6490893196883], [-79.4678639392755, 43.648591007449], [-79.467790767241, 43.6482381153704], [-79.4677005261635, 43.6473541828376], [-79.4676546545683, 43.6470893856783]]], ""type"": ""MultiLineString""}"
152,152,Trail,13,Not applicable,, , , ,83.63412562,"{""coordinates"": [[[-79.466040305349, 43.6500332186992], [-79.4659487346585, 43.6492834499845]]], ""type"": ""MultiLineString""}"
153,153,Trail,13,Not applicable,, , , ,40.32540211,"{""coordinates"": [[[-79.4626634237902, 43.642898843021], [-79.4621794307074, 43.6428081301078]]], ""type"": ""MultiLineString""}"
154,154,Trail,13,Not applicable,, , , ,7.21368886,"{""coordinates"": [[[-79.4631279528554, 43.6431805837415], [-79.463078438628, 43.6432346480066]]], ""type"": ""MultiLineString""}"
155,155,Laneway,10,Laneway without any sidewalks,, , , ,121.51752816,"{""coordinates"": [[[-79.4860814593216, 43.6820076246994], [-79.4856128100558, 43.6809680141396]]], ""type"": ""MultiLineString""}"
156,156,Trail,13,Not applicable,, , , ,121.7347835,"{""coordinates"": [[[-79.461384320065, 43.6426480719092], [-79.4606156103202, 43.6427036451773], [-79.4601116980086, 43.6426957112751], [-79.4598795964201, 43.6427043973905]]], ""type"": ""MultiLineString""}"
157,157,Trail,13,Not applicable,, , , ,39.38667242,"{""coordinates"": [[[-79.2238013466171, 43.8016102653296], [-79.2233642835208, 43.8017698872129]]], ""type"": ""MultiLineString""}"
158,158,Trail,13,Not applicable,, , , ,38.83300359,"{""coordinates"": [[[-79.2227178857176, 43.8019424924121], [-79.2222647522219, 43.80182221736]]], ""type"": ""MultiLineString""}"
159,159,Trail,13,Not applicable,, , , ,140.0465599,"{""coordinates"": [[[-79.4704889017116, 43.6487753520575], [-79.4701147618503, 43.6475444892538]]], ""type"": ""MultiLineString""}"
160,160,Trail,13,Not applicable,, , , ,106.11807496,"{""coordinates"": [[[-79.4685724605342, 43.645062416581], [-79.468167844539, 43.6441535442791]]], ""type"": ""MultiLineString""}"
161,161,Trail,13,Not applicable,, , , ,22.06159624,"{""coordinates"": [[[-79.4703059463659, 43.6496299481028], [-79.4701727585249, 43.6494565471858]]], ""type"": ""MultiLineString""}"
162,162,Trail,13,Not applicable,, , , ,48.02678827,"{""coordinates"": [[[-79.4704889017116, 43.6487753520575], [-79.470397579695, 43.6492025421567]]], ""type"": ""MultiLineString""}"
163,163,Trail,13,Not applicable,, , , ,17.36373685,"{""coordinates"": [[[-79.4374670635711, 43.7072517451178], [-79.4372600362233, 43.7072949817941]]], ""type"": ""MultiLineString""}"
164,164,Trail,13,Not applicable,, , , ,81.74228104,"{""coordinates"": [[[-79.4395603096557, 43.7079588677557], [-79.439169821254, 43.7072798117922]]], ""type"": ""MultiLineString""}"
165,165,Trail,13,Not applicable,, , , ,38.41348207,"{""coordinates"": [[[-79.427301570151, 43.7479434384112], [-79.4268256299095, 43.7479205866818]]], ""type"": ""MultiLineString""}"
166,166,Trail,13,Not applicable,, , , ,59.94822654,"{""coordinates"": [[[-79.4251198475043, 43.7474176106035], [-79.424561709446, 43.7477746185228]]], ""type"": ""MultiLineString""}"
167,167,Trail,13,Not applicable,, , , ,40.35049008,"{""coordinates"": [[[-79.3587936033322, 43.7338044547312], [-79.3585554901761, 43.7334849047514]]], ""type"": ""MultiLineString""}"
168,168,Local,4,Sidewalk on west side only,, , , ,72.6779046,"{""coordinates"": [[[-79.2631669556791, 43.8115636833214], [-79.2629316214716, 43.810932101031]]], ""type"": ""MultiLineString""}"
169,169,Trail,13,Not applicable,, , , ,428.87056736,"{""coordinates"": [[[-79.3219782603575, 43.6418487354716], [-79.3210332210582, 43.6456478001715]]], ""type"": ""MultiLineString""}"
170,170,Collector,3,No sidewalk on either side,, , , ,106.62082348,"{""coordinates"": [[[-79.2833713702418, 43.7261919236583], [-79.2828468635412, 43.7270730857012]]], ""type"": ""MultiLineString""}"
171,171,Major Arterial,7,Sidewalk on both sides,, , , ,20.4434139,"{""coordinates"": [[[-79.5453252620115, 43.6975113525092], [-79.545082586128, 43.6975648711138]]], ""type"": ""MultiLineString""}"
172,172,Walkway,11,City walkway,1,pc,5387,pc,6.54181015,"{""coordinates"": [[[-79.214786431155, 43.786871358983], [-79.2147561261877, 43.786816718439]]], ""type"": ""MultiLineString""}"
173,173,Pathway,12,N/A,, , , ,83.17821785,"{""coordinates"": [[[-79.4269954566444, 43.683813631761], [-79.4259792161173, 43.6836845565515]]], ""type"": ""MultiLineString""}"
174,174,Local,2,Sidewalk on north side only,, , , ,39.79810359,"{""coordinates"": [[[-79.4565753753827, 43.6724076534854], [-79.456139020566, 43.6725750645809]]], ""type"": ""MultiLineString""}"
175,175,Trail,13,Not applicable,, , , ,15.66255355,"{""coordinates"": [[[-79.2952029113927, 43.6945956527845], [-79.2950100493263, 43.6945785646865]]], ""type"": ""MultiLineString""}"
176,176,Local,1,Sidewalk on south side only,, , , ,41.74955556,"{""coordinates"": [[[-79.3808077343453, 43.7670696114279], [-79.3805661496488, 43.7670526980618], [-79.3803488231547, 43.7669295506987]]], ""type"": ""MultiLineString""}"
177,177,Walkway,11,City walkway,1,ts,242,ts,13.13227009,"{""coordinates"": [[[-79.5429762573051, 43.5925026951564], [-79.5430019518838, 43.5926193983288]]], ""type"": ""MultiLineString""}"
178,178,Trail,13,Not applicable,, , , ,209.68433992,"{""coordinates"": [[[-79.327906612637, 43.6297071807641], [-79.3265059606351, 43.6312969596117]]], ""type"": ""MultiLineString""}"
179,179,Collector,7,Sidewalk on both sides,, , , ,19.89699379,"{""coordinates"": [[[-79.4237789695186, 43.781959239516], [-79.423758523285, 43.7817807600168]]], ""type"": ""MultiLineString""}"
180,180,Local,4,Sidewalk on west side only,, , , ,68.54186292,"{""coordinates"": [[[-79.4387325914559, 43.7436197001135], [-79.4386627224781, 43.7430048257066]]], ""type"": ""MultiLineString""}"
181,181,Local,4,Sidewalk on west side only,, , , ,155.21238797,"{""coordinates"": [[[-79.4400051239372, 43.7433435248019], [-79.43989862691, 43.7419485415294]]], ""type"": ""MultiLineString""}"
182,182,Local,5,Sidewalk on east side; partially on other side,, , , ,86.11196221,"{""coordinates"": [[[-79.554516437715, 43.7342539013839], [-79.5542008803695, 43.7335133223084]]], ""type"": ""MultiLineString""}"
183,183,Collector,7,Sidewalk on both sides,, , , ,41.39265055,"{""coordinates"": [[[-79.4287128115238, 43.6677950560555], [-79.4282077494193, 43.6678614128507]]], ""type"": ""MultiLineString""}"
184,184,Trail,13,Not applicable,, , , ,22.73284716,"{""coordinates"": [[[-79.4134309572219, 43.6488822493281], [-79.413167418403, 43.6488097505019]]], ""type"": ""MultiLineString""}"
185,185,Trail,13,Not applicable,, , , ,141.38278962,"{""coordinates"": [[[-79.4833269585665, 43.7452703437658], [-79.4816343355744, 43.744932970953]]], ""type"": ""MultiLineString""}"
186,186,Trail,13,Not applicable,, , , ,75.98840354,"{""coordinates"": [[[-79.3267974091072, 43.6292561921099], [-79.3258637587369, 43.6293452467359]]], ""type"": ""MultiLineString""}"
187,187,Local,3,No sidewalk on either side,, , , ,169.46916096,"{""coordinates"": [[[-79.4228217335595, 43.6378221032182], [-79.422257942656, 43.6363526056576]]], ""type"": ""MultiLineString""}"
188,188,Trail,13,Not applicable,, , , ,214.05999921,"{""coordinates"": [[[-79.3258637587369, 43.6293452467359], [-79.3234914829663, 43.630207515435]]], ""type"": ""MultiLineString""}"
189,189,Trail,13,Not applicable,, , , ,28.88289246,"{""coordinates"": [[[-79.4871932705398, 43.6119301076403], [-79.4869899321899, 43.6117161928853]]], ""type"": ""MultiLineString""}"
190,190,Trail,13,Not applicable,, , , ,57.66374943,"{""coordinates"": [[[-79.3397905291467, 43.7136767052255], [-79.3390820200854, 43.7137494392976]]], ""type"": ""MultiLineString""}"
191,191,Trail,13,Not applicable,, , , ,21.47385342,"{""coordinates"": [[[-79.2823078376229, 43.7008664826628], [-79.2820474167683, 43.700907338277]]], ""type"": ""MultiLineString""}"
192,192,Major Arterial,7,Sidewalk on both sides,, , , ,143.54994991,"{""coordinates"": [[[-79.5889490087238, 43.7412390781195], [-79.5882612152378, 43.7424311382933]]], ""type"": ""MultiLineString""}"
193,193,Trail,13,Not applicable,, , , ,43.97251302,"{""coordinates"": [[[-79.2931513361277, 43.6984691184431], [-79.2926600006813, 43.6982971228883]]], ""type"": ""MultiLineString""}"
194,194,Trail,13,Not applicable,, , , ,30.90984352,"{""coordinates"": [[[-79.339841185794, 43.7134667498207], [-79.3397521983701, 43.7131961012279]]], ""type"": ""MultiLineString""}"
195,195,Trail,13,Not applicable,, , , ,67.48034197,"{""coordinates"": [[[-79.367855079152, 43.726622241891], [-79.36716629213, 43.7262766420124]]], ""type"": ""MultiLineString""}"
196,196,Trail,13,Not applicable,, , , ,76.29245706,"{""coordinates"": [[[-79.3695505228972, 43.7264433545103], [-79.3687094392429, 43.72675892011]]], ""type"": ""MultiLineString""}"
197,197,Trail,13,Not applicable,, , , ,146.2283183,"{""coordinates"": [[[-79.3166425089356, 43.6617270084183], [-79.3148975573858, 43.6620845468862]]], ""type"": ""MultiLineString""}"
198,198,Trail,13,Not applicable,, , , ,21.88538421,"{""coordinates"": [[[-79.2492372486359, 43.7592269524073], [-79.248965652868, 43.7592191822681]]], ""type"": ""MultiLineString""}"
199,199,Trail,13,Not applicable,, , , ,68.6980093,"{""coordinates"": [[[-79.3025272811894, 43.6975862743102], [-79.3016756958624, 43.6975619637107]]], ""type"": ""MultiLineString""}"
200,200,Trail,13,Not applicable,, , , ,109.19432331,"{""coordinates"": [[[-79.4782203920268, 43.7700038775025], [-79.4769813948955, 43.7704037457792]]], ""type"": ""MultiLineString""}"
201,201,Trail,13,Not applicable,, , , ,74.76451724,"{""coordinates"": [[[-79.4671795061524, 43.7751191694868], [-79.4671081724646, 43.774448202174]]], ""type"": ""MultiLineString""}"
202,202,Trail,13,Not applicable,, , , ,57.68084929,"{""coordinates"": [[[-79.4782410200448, 43.6769446645231], [-79.4776012739606, 43.6767123969287]]], ""type"": ""MultiLineString""}"
203,203,Trail,13,Not applicable,, , , ,96.18056749,"{""coordinates"": [[[-79.2962564707855, 43.6975094786815], [-79.2951150185132, 43.6977616796924]]], ""type"": ""MultiLineString""}"
204,204,Trail,13,Not applicable,, , , ,39.28424748,"{""coordinates"": [[[-79.2964614658614, 43.6978302895918], [-79.2962564707855, 43.6975094786815]]], ""type"": ""MultiLineString""}"
205,205,Trail,13,Not applicable,, , , ,219.90847759,"{""coordinates"": [[[-79.3800948712093, 43.6946288133692], [-79.3777705177039, 43.6935925532694]]], ""type"": ""MultiLineString""}"
206,206,Trail,13,Not applicable,, , , ,78.85918739,"{""coordinates"": [[[-79.3777705177039, 43.6935925532694], [-79.3768318110522, 43.6937920584329]]], ""type"": ""MultiLineString""}"
207,207,Minor Arterial,7,Sidewalk on both sides,, , , ,51.34468074,"{""coordinates"": [[[-79.4115613185501, 43.6610810547263], [-79.4109514378849, 43.6612142692227]]], ""type"": ""MultiLineString""}"
208,208,Collector,7,Sidewalk on both sides,, , , ,14.68934643,"{""coordinates"": [[[-79.3048242186509, 43.702687194247], [-79.3046484177301, 43.702722079923]]], ""type"": ""MultiLineString""}"
209,209,Collector,7,Sidewalk on both sides,, , , ,28.14414193,"{""coordinates"": [[[-79.3874638616853, 43.6608694033973], [-79.3873488893379, 43.6606302144561]]], ""type"": ""MultiLineString""}"
210,210,Trail,13,Not applicable,, , , ,677.49621192,"{""coordinates"": [[[-79.5897077067698, 43.6596492571073], [-79.5861713334469, 43.6651807817311]]], ""type"": ""MultiLineString""}"
211,211,Trail,13,Not applicable,, , , ,66.41958813,"{""coordinates"": [[[-79.5877087488011, 43.657346463232], [-79.587008978226, 43.6576616221671]]], ""type"": ""MultiLineString""}"
212,212,Collector,7,Sidewalk on both sides,, , , ,34.44866027,"{""coordinates"": [[[-79.4845970998117, 43.6707045305147], [-79.4841724650335, 43.670738389517]]], ""type"": ""MultiLineString""}"
213,213,Local,7,Sidewalk on both sides,, , , ,92.09568852,"{""coordinates"": [[[-79.4010642037211, 43.6989778842368], [-79.4007449933137, 43.6981819209621]]], ""type"": ""MultiLineString""}"
214,214,Collector,7,Sidewalk on both sides,, , , ,14.58532554,"{""coordinates"": [[[-79.2076577208913, 43.8127041226469], [-79.2074860421574, 43.8127463125808]]], ""type"": ""MultiLineString""}"
215,215,Collector,7,Sidewalk on both sides,, , , ,17.94240741,"{""coordinates"": [[[-79.2667321188303, 43.8115763352363], [-79.2665452689835, 43.8114881479521]]], ""type"": ""MultiLineString""}"
216,216,Collector,7,Sidewalk on both sides,, , , ,11.09941018,"{""coordinates"": [[[-79.2065989492544, 43.8084010605142], [-79.206462626531, 43.808385732625]]], ""type"": ""MultiLineString""}"
217,217,Trail,13,Not applicable,, , , ,26.40879251,"{""coordinates"": [[[-79.1574299444285, 43.7740591108418], [-79.1574304194134, 43.773821400663]]], ""type"": ""MultiLineString""}"
218,218,Collector,7,Sidewalk on both sides,, , , ,17.26276175,"{""coordinates"": [[[-79.3269164784975, 43.8066485664699], [-79.3268431477193, 43.8065025383561]]], ""type"": ""MultiLineString""}"
219,219,Collector,7,Sidewalk on both sides,, , , ,37.20737212,"{""coordinates"": [[[-79.2125266868963, 43.8042099778148], [-79.2123348850056, 43.8045147229513]]], ""type"": ""MultiLineString""}"
220,220,Trail,13,Not applicable,, , , ,65.36894971,"{""coordinates"": [[[-79.2785664435672, 43.7966202927732], [-79.2781802194885, 43.7971379097161]]], ""type"": ""MultiLineString""}"
221,221,Collector,7,Sidewalk on both sides,, , , ,51.00048816,"{""coordinates"": [[[-79.2787984487298, 43.7913923989228], [-79.278440498237, 43.7910135768702]]], ""type"": ""MultiLineString""}"
222,222,Trail,13,Not applicable,, , , ,63.77658274,"{""coordinates"": [[[-79.5524681240714, 43.6583958260547], [-79.552209337576, 43.6578533612318]]], ""type"": ""MultiLineString""}"
223,223,Collector,7,Sidewalk on both sides,, , , ,238.7170398,"{""coordinates"": [[[-79.2545510127084, 43.7726625152907], [-79.2539527515637, 43.7728088300405], [-79.2537692458112, 43.772875052466], [-79.2536615156365, 43.7729405918307], [-79.2535605781967, 43.7730277395313], [-79.2534765030281, 43.7731315486623], [-79.2534210477776, 43.7732262472922], [-79.2533881447874, 43.7733435064658], [-79.2533735327367, 43.7734774482479], [-79.2533890016335, 43.7735944697399], [-79.2536381343297, 43.7742183645112], [-79.2536912741399, 43.7742914694627]]], ""type"": ""MultiLineString""}"
224,224,Trail,13,Not applicable,, , , ,119.63195374,"{""coordinates"": [[[-79.3549368500968, 43.7199282926195], [-79.3541231422497, 43.7208290111974]]], ""type"": ""MultiLineString""}"
225,225,Trail,13,Not applicable,, , , ,31.41449009,"{""coordinates"": [[[-79.3549776651727, 43.7196470733433], [-79.3549368500968, 43.7199282926195]]], ""type"": ""MultiLineString""}"
226,226,Trail,13,Not applicable,, , , ,54.46258328,"{""coordinates"": [[[-79.3658632214354, 43.6810973655616], [-79.3655690322774, 43.6815386422985]]], ""type"": ""MultiLineString""}"
227,227,Trail,13,Not applicable,, , , ,22.8782746,"{""coordinates"": [[[-79.5564928484127, 43.6413698842269], [-79.5562107994235, 43.6413483749534]]], ""type"": ""MultiLineString""}"
228,228,Collector,7,Sidewalk on both sides,, , , ,30.92156723,"{""coordinates"": [[[-79.2211305311558, 43.7554272476352], [-79.2207502030076, 43.7553889371084]]], ""type"": ""MultiLineString""}"
229,229,Collector,1,Sidewalk on south side only,, , , ,67.96786071,"{""coordinates"": [[[-79.2796510242047, 43.7721447431529], [-79.2795256855673, 43.7720071976583], [-79.2794272777812, 43.7718662115465], [-79.2793019339711, 43.7715918750615]]], ""type"": ""MultiLineString""}"
230,230,Walkway,11,City walkway,1,ts,2405,ts,26.23367058,"{""coordinates"": [[[-79.2995067397407, 43.812870790242], [-79.2994127418265, 43.8126446796379]]], ""type"": ""MultiLineString""}"
231,231,Minor Arterial,2,Sidewalk on north side only,, , , ,349.44669591,"{""coordinates"": [[[-79.330648420957, 43.8042629302504], [-79.3265059728533, 43.8052079819026]]], ""type"": ""MultiLineString""}"
232,232,Walkway,11,City walkway,1,ts,1651,ts,33.85437909,"{""coordinates"": [[[-79.587247361052, 43.7536536667424], [-79.5869711326879, 43.7537268499707], [-79.5868530787106, 43.7536943284003]]], ""type"": ""MultiLineString""}"
